epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.9581475293525193,0.004023730070859845,0.9961792103473857,0.9945833131751215
1,1068,0.9904990394217683,0.025361466038860633,0.9990481315410374,0.9986028113750305
2,2136,0.992756229387444,0.05260513619544375,0.9990958646389634,0.9986338161171457
3,3204,0.9939961615043867,0.05593030255339625,0.9989351524419481,0.9983553907666697
4,4272,0.9923749947168884,0.04649203752953171,0.9987724097541536,0.9980955078504133
5,5340,0.9922700778577218,0.04521184298142038,0.9988085214697444,0.9982505011568983
# BEST (by va_auc, epoch 2): TEST AUC 0.9928 AP 0.0526 | VAL AUC 0.9991 AP 0.9986
