epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.9576494385829973,0.004060995394340149,0.9962481178458372,0.9947509138499278
1,1068,0.988821783234939,0.017745663491202185,0.9990142365335829,0.9984829320759293
2,2136,0.991665385340559,0.06565586071912495,0.9990023375793471,0.9984217622312576
3,3204,0.9876377674283678,0.04159221292576517,0.9989187463180441,0.9983947260863317
4,4272,0.9884015832768346,0.033950496252443785,0.9986133624104758,0.9979838739389885
5,5340,0.9892081006393975,0.0379091872532248,0.9986530553716871,0.9979973225726473
# BEST (by va_auc, epoch 1): TEST AUC 0.9888 AP 0.0177 | VAL AUC 0.9990 AP 0.9985
