updates,tokens,loss,lr,mask_rate,seq_len,walk_len,seconds
50,5719738,9.129732131958008,1.7159213999999998e-05,0.6977099218047949,111.74637100713099,11.067851909739181,42.742755651474
100,11434273,8.116910934448242,3.4302819e-05,0.6908480180673029,111.64472013285142,11.058610921168311,84.9654176235199
150,17120109,7.191561222076416,5.1360327e-05,0.6794831307479683,111.08402852398163,11.007638956725602,127.19555115699768
200,22806754,6.407025337219238,6.8420262e-05,0.6635896380388439,111.11068776865963,11.010062524423603,169.4523787498474
250,28496770,5.434116840362549,8.549030999999999e-05,0.643155386969697,111.16569307414281,11.015063006740256,236.6739001274109
300,34229631,4.252238750457764,0.00010268889299999999,0.6179832653122687,112.0027547132949,11.091159519390446,278.7524311542511
350,39846486,2.9180123805999756,0.000119539458,0.5888580287416263,109.73634853961121,10.88512259451011,320.82221031188965
400,45523693,1.6612297296524048,0.000136571079,0.5549315362949225,110.92627979679563,10.993298163345058,362.92513275146484
450,51217658,0.9964810013771057,0.00015365297399999998,0.5163726056296525,111.24284458337404,11.022076780306731,433.70070457458496
500,56919268,0.700918436050415,0.000170757804,0.47321378512409223,111.39220474748461,11.035654977044056,508.8725492954254
550,62575135,0.4824538230895996,0.000187725405,0.42590467358122414,110.50932004689332,10.955392731535756,587.7566509246826
600,68248310,0.358771950006485,0.00020474492999999997,0.373951772750073,110.83667089967764,10.985151899970695,666.3165783882141
650,73893479,0.3092540204524994,0.000221680437,0.3177827632893591,110.28951841359773,10.935410764872522,793.6170384883881
700,79619201,0.30794113874435425,0.00023885760299999998,0.25625479824851194,111.86328025788805,11.078480023444369,867.5056354999542
750,85264871,0.24911412596702576,0.000255794613,0.19109312413473514,110.31008206330598,10.937280187573272,945.2662320137024
800,90925682,0.2474028766155243,0.00027277704599999996,0.15,110.59511575656931,10.963192341506302,1022.9933125972748
850,96579200,0.2609803378582001,0.00028973759999999997,0.15,110.45263260720914,10.950239327928104,1093.9374225139618
900,102240292,0.26502516865730286,0.000299253236,0.15,110.61141070730754,10.964673700664322,1207.2912209033966
950,107907824,0.2420687973499298,0.0002973640586666666,0.15,110.72642375696005,10.975129432450913,1271.6478226184845
1000,113554555,0.24599522352218628,0.00029548181499999994,0.15,110.3200351665527,10.938185015141155,1335.9647867679596
1050,119242426,0.24765074253082275,0.00029358585799999995,0.15,111.12378626550748,11.011253296864316,1396.801109790802
1100,124901890,0.20580841600894928,0.00029169937,0.15,110.57960140679953,10.961781946072684,1460.8593690395355
1150,130617789,0.2110246866941452,0.0002897940703333333,0.15,111.67136856500927,11.061033505909935,1515.1041355133057
1200,136251507,0.2513929307460785,0.00028791616433333333,0.15,110.0658005274983,10.915072775227118,1579.5898818969727
1250,141902286,0.19299086928367615,0.0002860325713333333,0.15,110.39912083618248,10.945374621471133,1644.083746433258
1300,147561794,0.21181100606918335,0.00028414606866666663,0.15,110.58046111762407,10.961860101602188,1765.076813697815
1350,153260368,0.24143502116203308,0.000282246544,0.15,111.33289049526229,11.030262772296572,1829.5450308322906
1400,158917747,0.2646220624446869,0.000280360751,0.15,110.52806486275276,10.957096805704795,1894.0230667591095
1450,164583371,0.23757600784301758,0.00027847220966666666,0.15,110.69996092223525,10.972723720203204,1958.5829288959503
1500,170263575,0.2063266783952713,0.0002765788083333333,0.15,110.973996287975,10.997636026179546,2075.5674483776093
