,auc,ap
0,0.9890123742636526,0.009614235187984486
1,0.9892491008293682,0.010004068440169855
2,0.9891027472100096,0.010731869367282073
3,0.9899632826975884,0.009996136910991965
4,0.98908195707489,0.009281752829291376
5,0.9904339920772218,0.010680866639756523
6,0.9656918942819649,0.009005466533761667
7,0.966044914338202,0.008127012334328445
8,0.9894321194706882,0.009480620303433185
9,0.9884599331737598,0.009038118176238362
