epoch,updates,te_auc,te_ap,te_ap_lift,te_prec_r50,te_fp_day_r50,va_auc,va_ap
0,0,0.9575514510903107,0.030208080299074253,19.484693470720874,0.04121393780442113,349.94871794871796,0.9928458933602722,0.9885847318530371
1,2209,0.9928403121491849,0.1532672573002711,98.8598248557161,0.12229016120066703,107.96581196581197,0.9997736543397392,0.9997312997999359
2,4418,0.99542665927258,0.4197873601387447,270.76954093760185,0.5626598465473146,11.692307692307692,0.9997621002308945,0.9996951231978987
3,6627,0.9959700124876529,0.2910657870197227,187.74207376783306,0.2846054333764554,37.81196581196581,0.9998093276513444,0.9997799019272778
4,8836,0.9950698663115907,0.2647981015261953,170.7989977775866,0.24971623155505107,45.1965811965812,0.9997856784647218,0.9997532063608086
5,11045,0.9944523683874612,0.25207242639206995,162.59073440098248,0.23060796645702306,50.18803418803419,0.9997768018215095,0.9997381445730947
# BEST (by va_auc, epoch 3): TEST AUC 0.9960 AP 0.2911 lift 187.7x, @50% recall: prec 0.2846, FP/day 37.8 | VAL AUC 0.9998 AP 0.9998
