epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.38015236452223766,0.005147582783346512,0.36456299075174964,0.4522839770199885
1,863,0.9680489598582784,0.5845856639840668,0.9947563549301972,0.9964594015826127
2,1726,0.9666050424431946,0.31537541739082103,0.9957659257077303,0.9972083137248027
3,2589,0.969818303287022,0.44802737225266476,0.995822266397163,0.9972433085907304
4,3452,0.9682673460835183,0.2458241110187425,0.9958600721689672,0.9972639955889161
5,4315,0.9687840342677664,0.2509426204828472,0.9958900839139097,0.9972834267502574
6,5178,0.9678940614607274,0.25874436589782707,0.9959051637801424,0.9972930272672125
7,6041,0.9671699102776363,0.24932637400372654,0.9959084730264154,0.9972958396608579
8,6904,0.9669055995199105,0.2485129907055681,0.9959688370227041,0.9973264425574068
9,7767,0.9653838335622904,0.25254463383846804,0.9959567604510116,0.9973203032324953
10,8630,0.9667509673515334,0.2578414460688872,0.9959680364455391,0.9973286801585106
# BEST (by va_auc, epoch 8): TEST AUC 0.9669 AP 0.2485 | VAL AUC 0.9960 AP 0.9973
