epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.2833260276915926,0.004479616195788893,0.3246792607698488,0.3816392233408738
1,863,0.9685413037336605,0.43669415676899626,0.9946548067545276,0.996332792944447
2,1726,0.9621664461662686,0.2912414263344853,0.9960239013717134,0.9973150413005061
3,2589,0.9622771740117729,0.4349821009479251,0.9960649767428524,0.9973343956023317
4,3452,0.9647568951789969,0.23816215393670234,0.9960920206312781,0.9973519549706009
5,4315,0.9656993151332806,0.2633083552975656,0.9961516046273186,0.9973944934226542
6,5178,0.9670083404901999,0.25063655394115025,0.9962257965195529,0.9974361905242356
7,6041,0.9679190791727977,0.27759230011248087,0.9962281076814367,0.9974375656270527
8,6904,0.9672814759620113,0.3004209298122906,0.9962395187769332,0.9974407194254961
9,7767,0.9687441468733107,0.32970308250055663,0.9962728222569845,0.9974599468102139
10,8630,0.9687009629352612,0.381516758728548,0.9962732231950909,0.9974578245299738
# BEST (by va_auc, epoch 10): TEST AUC 0.9687 AP 0.3815 | VAL AUC 0.9963 AP 0.9975
