epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.4333364889320702,0.007428057764004835,0.32628121468968596,0.4302301719130699
1,863,0.9731830407004897,0.48958277421937796,0.9932191710649421,0.995064392534909
2,1726,0.9702785822074972,0.5998033189834613,0.9955081032274612,0.9969670083286819
3,2589,0.9662060275537798,0.28760815351041535,0.9958903570257146,0.9972614747820581
4,3452,0.9707401531224924,0.488287626717134,0.9958601739623512,0.9972453529586359
5,4315,0.9770876752179477,0.5426089488039179,0.9958512844744786,0.9972480512205669
6,5178,0.9688357923512672,0.24659019802257215,0.9958428060053232,0.9972371781548426
7,6041,0.9683585765571744,0.24210731914962427,0.995834346138532,0.9972434154133644
8,6904,0.9780872639721768,0.6017456521173301,0.9958513388785996,0.997245764018929
9,7767,0.9752845676657464,0.7041681394397203,0.9959312740169486,0.99728686488104
10,8630,0.9721709391750905,0.6099368976726378,0.9958974695721119,0.9972719917858665
11,9493,0.9744565401232422,0.5884877940936135,0.9959239494139921,0.997287630427607
12,10356,0.9748937745596413,0.7219475600300923,0.9959109652235977,0.9972841300099601
13,11219,0.969592407833026,0.7121689430899598,0.9959907747700074,0.9973224262620464
14,12082,0.9678959720465632,0.6894323993630407,0.9959537629242435,0.9973109478538795
15,12945,0.9696936845428594,0.5781017276313376,0.9959617663056454,0.9973183527567048
16,13808,0.9621634706637375,0.677295575011584,0.9960422078128185,0.9973542189305667
17,14671,0.9622572068237356,0.6098271280270193,0.9960148016459484,0.9973358410971608
18,15534,0.9647233424728243,0.7147142141969164,0.9960062066262262,0.9973290858253614
19,16397,0.9600856772463008,0.508445975163394,0.996013390724175,0.9973397255887414
20,17260,0.9648571931051029,0.6896898303132459,0.9959732099292982,0.9973152794780493
21,18123,0.9632604992955889,0.6914201487382474,0.9959909828774616,0.997331913518874
