epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.41805835618206066,0.005740809807701141,0.4386890728618228,0.4263246560663949
1,863,0.9687537937657271,0.5624051899314374,0.994115287841953,0.9960906443914929
2,1726,0.9665495884723394,0.31026343280608615,0.9958949813759967,0.9972502389329545
3,2589,0.9683818951006942,0.3462847710126459,0.9958354382739804,0.997215423714617
4,3452,0.973943563486888,0.34727640146007854,0.9958051668753679,0.9972183261674407
5,4315,0.9682390239975845,0.2720365182088389,0.9958898361595173,0.9972744811915055
6,5178,0.9679421236568738,0.2783231105877316,0.9959122896807507,0.997283942898819
7,6041,0.9678570556055649,0.29475796332771964,0.9958927592768287,0.997278801384524
8,6904,0.9696714230857653,0.28719112181753936,0.9959491163342634,0.9973019610179769
9,7767,0.9685299655029633,0.32254102675777857,0.9959438019298013,0.9973047829338688
10,8630,0.9682669389094877,0.3374357397997258,0.9959358015102284,0.9973033951397567
# BEST (by va_auc, epoch 8): TEST AUC 0.9697 AP 0.2872 | VAL AUC 0.9959 AP 0.9973
