epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.27998648025613126,0.004488057872259001,0.30449280971214043,0.37454162118056433
1,863,0.9671741229627987,0.5223606192873785,0.9954441598868854,0.9969451900710712
2,1726,0.975825059870243,0.3884192028316262,0.9960121453530507,0.9973155235409935
3,2589,0.9740876874331686,0.35257718555481393,0.996030538258776,0.9973414443959739
4,3452,0.9751153555349672,0.5394058151122002,0.9961052706588099,0.9973776120567027
5,4315,0.9754890160107093,0.5784659894936879,0.9961268664447761,0.9973855369407936
6,5178,0.9725159878449156,0.6830677724986576,0.9961593291291433,0.997405276570922
7,6041,0.9718592631152321,0.5974528110013106,0.9962031756809656,0.9974255983916733
8,6904,0.9697949534224231,0.645816906993191,0.9962196753024964,0.9974342837901831
9,7767,0.9730287452337147,0.6763201292081068,0.9962308211324366,0.9974442555253413
10,8630,0.9725196054295717,0.7159391312486815,0.9962646948944628,0.9974628696681699
# BEST (by va_auc, epoch 10): TEST AUC 0.9725 AP 0.7159 | VAL AUC 0.9963 AP 0.9975
