epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.28463998611849767,0.004445279928435518,0.2817077085078238,0.38906830707815393
1,863,0.9646938066950687,0.5331296651907992,0.9954357097369716,0.9969725403281294
2,1726,0.9698973028792215,0.49097000906547245,0.9956767262802436,0.9971489397469602
3,2589,0.9660834760008494,0.4279466791813855,0.9957719108885033,0.9972122032459624
4,3452,0.9692683990982035,0.3435338038577002,0.9958425088351534,0.9972499956828585
5,4315,0.9675249816928292,0.2831963965631024,0.9958473520490052,0.9972523321711664
6,5178,0.9696845152969019,0.3638314377794785,0.995918821552791,0.9972930444625825
7,6041,0.9675855723206852,0.28872089693241954,0.9958646310992032,0.99726702826489
8,6904,0.9655678214122173,0.38735574939988565,0.9959230331696128,0.9972971829526638
9,7767,0.9662707760549096,0.32268426199599837,0.9959209762053983,0.9972955846939734
10,8630,0.9681088066105017,0.3592114721007309,0.9959721170144211,0.9973214316228975
# BEST (by va_auc, epoch 10): TEST AUC 0.9681 AP 0.3592 | VAL AUC 0.9960 AP 0.9973
