epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.22363760352399728,0.004084921560481798,0.1858474114580975,0.33925379337895306
1,863,0.9682435498935397,0.6243240712808114,0.9954282109576889,0.9969499873904375
2,1726,0.9695712739347857,0.3586193488712026,0.9954640621822055,0.9970238326711871
3,2589,0.97439707705424,0.5269046408564427,0.9957279496047812,0.997184573289747
4,3452,0.9713657838507262,0.30994107461755277,0.9958381627409054,0.997235830619249
5,4315,0.9757750244461024,0.2794571609666964,0.9957851797262469,0.9972140546028277
6,5178,0.9705382026336016,0.3172326088916843,0.9958648160836069,0.9972643613172073
7,6041,0.974398541314696,0.3324105383357399,0.995884603802913,0.9972784487871871
8,6904,0.9735749848562582,0.2929195915517761,0.9958978295642322,0.9972871800586874
9,7767,0.9713352927800527,0.32413065162554694,0.9959221702381545,0.9973019281170795
10,8630,0.9717239873738466,0.38752065910250905,0.9959310039189345,0.9973050587809764
# BEST (by va_auc, epoch 10): TEST AUC 0.9717 AP 0.3875 | VAL AUC 0.9959 AP 0.9973
