epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.5309071868722082,0.21662586411259896,0.5796367369936922,0.6523431536604057
1,863,0.9700148195686586,0.554911443234729,0.9949321100670554,0.9966802361306528
2,1726,0.9630366397117458,0.2706072920221134,0.995308045868495,0.9969381588507527
3,2589,0.9710612881482915,0.5463280591354012,0.9955353671226186,0.9970476116892779
4,3452,0.9715695039805959,0.5359758795427749,0.9955629888274962,0.9970646384633802
5,4315,0.9699071063770344,0.5829838370213625,0.9956630893443214,0.9971225251274278
6,5178,0.9729899462467637,0.6367540376829167,0.9956793756102451,0.997135616522151
7,6041,0.9725846436506848,0.6088900495485924,0.99571333090051,0.997161915156549
8,6904,0.9711784368150471,0.6144748975914823,0.995800920703875,0.9971961369949864
9,7767,0.9697003637630147,0.619825659582625,0.9957723187375439,0.9971838426607473
10,8630,0.9715896747556486,0.6350149863893522,0.9957740271932203,0.9971885967053364
# BEST (by va_auc, epoch 8): TEST AUC 0.9712 AP 0.6145 | VAL AUC 0.9958 AP 0.9972
