epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.5291794769880899,0.009166163168357711,0.409282173398586,0.4727524446335735
1,863,0.9736894007588471,0.6151378147383777,0.9945089495660263,0.9963543360151732
2,1726,0.9660538775809352,0.32579498370484095,0.9956046331815622,0.9971064327064435
3,2589,0.9698209029366017,0.32135101083181045,0.995736285802224,0.9971954388522983
4,3452,0.9771301700922531,0.6484215986845855,0.9957752287604535,0.9972086332935526
5,4315,0.9760131507815549,0.36997054521718686,0.9958055614221593,0.99723454537918
6,5178,0.9742703441372265,0.4595107687741989,0.9959178977739347,0.9972923683627745
7,6041,0.9737647044636923,0.512306560515927,0.9959116192681732,0.9972924342827904
8,6904,0.9736212460903463,0.6049771370477313,0.9959282652664078,0.9973051637129844
9,7767,0.9726907124856471,0.4920070771018444,0.995951273844776,0.9973125221164367
10,8630,0.9723941566768084,0.5622418250815335,0.9959725747468964,0.997324782555215
# BEST (by va_auc, epoch 10): TEST AUC 0.9724 AP 0.5622 | VAL AUC 0.9960 AP 0.9973
