epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.26830134511507053,0.004408289594761031,0.30177874436659774,0.37371336579748876
1,863,0.9695751342578063,0.7554640951248548,0.9951704781117164,0.9967295674013507
2,1726,0.9739045217615727,0.5737500270307094,0.9960195594863802,0.9973199318990192
3,2589,0.970811291123794,0.5112089689768162,0.9960924174124316,0.9973531167304329
4,3452,0.9688883021406705,0.31873090067086063,0.996060756084658,0.9973429131715559
5,4315,0.9648800731535128,0.42633772896908734,0.9961242588401892,0.9973830494233362
6,5178,0.9732525265148596,0.6756911539220699,0.9961926805180769,0.9974199804999628
7,6041,0.973013069033538,0.641434391538821,0.996194820725273,0.9974182926976508
8,6904,0.9678337762133943,0.6763835631620904,0.9962246102810834,0.9974330660245591
9,7767,0.970728642625859,0.6404420730747573,0.996256092132416,0.9974480338519331
10,8630,0.9699954866324766,0.6665608073279882,0.9962854161614644,0.9974619845093502
# BEST (by va_auc, epoch 10): TEST AUC 0.9700 AP 0.6666 | VAL AUC 0.9963 AP 0.9975
