epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.33564647334043696,0.004836212119414407,0.34709625652096365,0.39105553857657194
1,863,0.9705065996646138,0.3860848485029771,0.9946095913181181,0.9963525363023618
2,1726,0.9681098088850385,0.30904006378191246,0.995763781499467,0.9971804896772811
3,2589,0.9691772234364361,0.5169515585128326,0.9958450401596547,0.9972242199175555
4,3452,0.9662618182262371,0.5240188125162693,0.995843597904849,0.9972348931108854
5,4315,0.9709044713346351,0.4609850772249241,0.9958463179030497,0.9972430021356328
6,5178,0.9655685104759614,0.5097176671837598,0.9958918752488344,0.9972723852575592
7,6041,0.9643717007158119,0.5456425932600606,0.9959270222855313,0.9972912938206281
8,6904,0.9718719246615287,0.6111095743276844,0.9959694977184043,0.9973111624295687
9,7767,0.9696179031915554,0.6165830948079677,0.9959730717625764,0.9973115905377827
10,8630,0.9699970448561704,0.6319771396574779,0.9959573501147793,0.9973105547375235
# BEST (by va_auc, epoch 9): TEST AUC 0.9696 AP 0.6166 | VAL AUC 0.9960 AP 0.9973
