epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.47767675424666856,0.007534859990843824,0.39378416337953226,0.4515017597987896
1,863,0.9687013074671332,0.3908469573892953,0.9954850340095427,0.9969677245421947
2,1726,0.9661780030180992,0.2955718193564336,0.9959634073147611,0.9973373025614375
3,2589,0.9659590060318134,0.27610516558520126,0.9960570302077815,0.9973918454888043
4,3452,0.9680672591988444,0.5288051778589247,0.9961620169109591,0.9974436573107669
5,4315,0.9623135769361595,0.4656413886785073,0.9962447966521717,0.9974840435680106
6,5178,0.9689570205885982,0.5455363206917748,0.9962971149181009,0.997508409101742
7,6041,0.9652761047101266,0.5167685583092417,0.9962494008931942,0.9974944487806978
8,6904,0.9632215437032415,0.5882241510192361,0.9962997458016241,0.9975165032448365
9,7767,0.9616188832281258,0.5955559704679516,0.9963360210872975,0.9975361482678297
10,8630,0.9646979019261838,0.6119814738367757,0.9963400479275634,0.9975418060057702
# BEST (by va_auc, epoch 10): TEST AUC 0.9647 AP 0.6120 | VAL AUC 0.9963 AP 0.9975
