epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.3583035469869435,0.004968798348764348,0.32809307113983166,0.38241613728906987
1,863,0.9642075625998751,0.4886157576207885,0.9958295295291786,0.9971525616892579
2,1726,0.96670795567942,0.4591674366966939,0.9959180696119748,0.9972513209824094
3,2589,0.9655463116610258,0.2852682012658665,0.9961639551941686,0.9974068196997242
4,3452,0.9625575838042457,0.26490960420531884,0.9961406202949984,0.9973907495304561
5,4315,0.9648795328648953,0.47134214970281285,0.9962017150316433,0.9974232489844906
6,5178,0.965879614926123,0.6664919491785856,0.9962485435736222,0.9974521597174976
7,6041,0.9625888030900124,0.5220190214097422,0.996270977661101,0.9974576421858736
8,6904,0.9628880838327479,0.5331808115562958,0.996324984325409,0.9974888992146564
9,7767,0.9647350800472823,0.3509077674402017,0.9963462706781943,0.9974984262239324
10,8630,0.9617074435797739,0.401926891425558,0.9963713046798969,0.9975115132451811
# BEST (by va_auc, epoch 10): TEST AUC 0.9617 AP 0.4019 | VAL AUC 0.9964 AP 0.9975
