epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.4328959188007284,0.006345979878162118,0.3665775346649559,0.43219338811611135
1,863,0.9649952720830836,0.35827083848643354,0.9956053148179126,0.9970783822863211
2,1726,0.9687556025580552,0.34840608011873125,0.9957887404681699,0.9972166741845583
3,2589,0.9707305218906155,0.3122250013129797,0.9958648558344689,0.9972599063219133
4,3452,0.9727142267859122,0.35532115293604166,0.9958855111098434,0.9972717920419281
5,4315,0.9724056436826323,0.4452709229854502,0.9959308117118252,0.9972996300724439
6,5178,0.9684786145934932,0.30128555675932356,0.9959811665969419,0.9973272678705076
7,6041,0.969952224391729,0.5069030236434687,0.9959806419375251,0.9973267537789143
8,6904,0.9674678285534234,0.34355052037408795,0.9960063037430381,0.9973369679615502
9,7767,0.9665225583809257,0.43256624420658757,0.9960348843530239,0.9973531978602522
10,8630,0.9669126232719377,0.4190707760295657,0.9960607444451899,0.9973674723617773
# BEST (by va_auc, epoch 10): TEST AUC 0.9669 AP 0.4191 | VAL AUC 0.9961 AP 0.9974
