epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.3838847017826079,0.0054252628696254725,0.4550884979021952,0.432515679385908
1,863,0.9680437214077697,0.5990996430335226,0.9952859865822814,0.9968059294155768
2,1726,0.9728188783420375,0.45329215462789235,0.9956021863471285,0.9970951286739255
3,2589,0.974604062406624,0.5545641888652748,0.9956074521152417,0.9970925465341876
4,3452,0.9727774875357765,0.3636636182004483,0.9956651679766528,0.9971298346956234
5,4315,0.9698835764162296,0.382559005867028,0.9957671541912335,0.9971824118703873
6,5178,0.9651601384141135,0.47151216982639216,0.9958205649563445,0.9972059018520776
7,6041,0.9698765135128532,0.4679866927217426,0.9957670330160567,0.997189884989759
8,6904,0.9597278104247827,0.41873315037461784,0.9958208616588571,0.9972063373765301
9,7767,0.9597752540296135,0.38154804081504634,0.9958280042392389,0.997207020818969
10,8630,0.9591015141236143,0.5057165718549378,0.995826584899636,0.9972081528925569
# BEST (by va_auc, epoch 9): TEST AUC 0.9598 AP 0.3815 | VAL AUC 0.9958 AP 0.9972
