epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.3053333063972052,0.004570909293940007,0.24249212701909265,0.3544538097025344
1,863,0.9761919549928619,0.6380016894267446,0.9947978248481276,0.9966173281412076
2,1726,0.9662512317014424,0.6248747204500749,0.9959736733256217,0.9973427043562633
3,2589,0.9713629492930519,0.5942123079356101,0.9960251288159784,0.997369213933168
4,3452,0.9704961697452156,0.6957513946161226,0.9961145021080197,0.997406290985841
5,4315,0.9749844960657592,0.5997168829164146,0.9961217127065433,0.9974266435051095
6,5178,0.9733151999944875,0.4503899334713798,0.9960902767895402,0.9974158350343236
7,6041,0.9756006521675127,0.6651684231069359,0.9961658658856032,0.9974547908262354
8,6904,0.97223742599612,0.5549193949294915,0.9962579391705094,0.9974943798276232
9,7767,0.971240507363899,0.5532977775497494,0.996254785082503,0.997496254320574
10,8630,0.9718680565082384,0.5672133661436768,0.996266005789557,0.9975025978161923
# BEST (by va_auc, epoch 10): TEST AUC 0.9719 AP 0.5672 | VAL AUC 0.9963 AP 0.9975
