epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.9581395430903062,0.004021908818099119,0.9960626423084026,0.9943472815506712
1,1068,0.9903282442809037,0.0237133066367623,0.9989521439485458,0.9983940471697547
2,2136,0.9929294680454204,0.11146037201869705,0.9990071304736562,0.9983589607553761
3,3204,0.9912965187338016,0.04263445110574517,0.9988662664117146,0.9982638691931728
4,4272,0.988648700512962,0.023556351308935086,0.9985604718372666,0.9978593403832291
5,5340,0.9890376469983717,0.036655341506245664,0.9984889133228457,0.9977595010659432
# BEST (by va_auc, epoch 2): TEST AUC 0.9929 AP 0.1115 | VAL AUC 0.9990 AP 0.9984
