epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.28086616408862863,0.004557459689534998,0.22837566875795443,0.3573962623351962
1,863,0.9739196341823225,0.6251428065714583,0.994131678031699,0.996160674947053
2,1726,0.9725401520575757,0.6043357954193475,0.9950412605820967,0.9967056580055325
3,2589,0.9739272295440465,0.6362882405264177,0.9958086542990343,0.9972254038040117
4,3452,0.975301590672332,0.6266845600599144,0.9961054912890847,0.997424518263506
5,4315,0.9763423118339181,0.6773356631739108,0.9962541228799074,0.9975369506805841
6,5178,0.9758346519507708,0.49973125894865156,0.9963757707022357,0.9976067449249869
7,6041,0.9747036399479068,0.6253268404528073,0.9964123884169037,0.9976285755850913
8,6904,0.9763925899964231,0.621883954775068,0.9964333060479675,0.9976595090050141
9,7767,0.9733333348993873,0.6673329001950298,0.9965024094661293,0.9976944186019983
10,8630,0.9737421297958053,0.6781926950613913,0.9965658597920922,0.997736837701773
# BEST (by va_auc, epoch 10): TEST AUC 0.9737 AP 0.6782 | VAL AUC 0.9966 AP 0.9977
