epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.29049713756656514,0.004585004450729446,0.3122521267448003,0.37677263852118736
1,863,0.9759092822524116,0.3353995613232319,0.9942785156895014,0.9962817210825938
2,1726,0.9720815957964606,0.4379610777563385,0.9961064400616202,0.9973854801787885
3,2589,0.9737425134790265,0.42811977466954526,0.9963531061117193,0.9975397325900848
4,3452,0.9678919551181463,0.4185534244964968,0.9963724590657148,0.9975635089964845
5,4315,0.9696656286860995,0.45539409018078136,0.9964120573156059,0.9975904783821132
6,5178,0.9688019969067302,0.44971753878967086,0.9965405045618548,0.9976622018181429
7,6041,0.9694153576021584,0.4241455744841465,0.9965117420851801,0.9976508637942434
8,6904,0.9685021210634884,0.5145821979523673,0.9965616884977133,0.9976872738145834
9,7767,0.9693190061320409,0.46929276602125286,0.9965607445056736,0.9976790901639204
10,8630,0.9680843605081282,0.4531209714923492,0.9965836046808235,0.9976981438976822
# BEST (by va_auc, epoch 10): TEST AUC 0.9681 AP 0.4531 | VAL AUC 0.9966 AP 0.9977
