epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.1835612724877519,0.003965185991778553,0.30701057636355944,0.3743467737177449
1,863,0.9663480216666698,0.34413310384739676,0.9956399435345459,0.9970474925090314
2,1726,0.9722511524591119,0.44750376287286275,0.9961663699681031,0.9974525497039884
3,2589,0.9659586928210208,0.2906879327319514,0.9963069829526842,0.9975498195961153
4,3452,0.9692977077981344,0.3242171264118377,0.9962485105258468,0.9975264002959567
5,4315,0.9716873025597466,0.4926926875012249,0.996348702859369,0.9975806088225597
6,5178,0.9687190195374629,0.35524681974320216,0.9964167144018921,0.9976193383530062
7,6041,0.9671533414267002,0.4286598753142759,0.9964693668348719,0.997665773584902
8,6904,0.969940486817271,0.5250270813866061,0.9966406492982665,0.9977742738582441
9,7767,0.9657513864275741,0.4146303630524877,0.9966640595941698,0.9977890198191337
10,8630,0.9663710661507459,0.40148581136314293,0.9966269235594382,0.9977713113591561
# BEST (by va_auc, epoch 9): TEST AUC 0.9658 AP 0.4146 | VAL AUC 0.9967 AP 0.9978
