epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.39541399889373946,0.005270211094004856,0.5809722468610016,0.5133780903790229
1,863,0.9669728458771124,0.35736306410179136,0.995589402210092,0.9970126949314676
2,1726,0.9724657175126803,0.3746671621460519,0.996108901497351,0.9974145506258045
3,2589,0.9673925483393877,0.4268962241136941,0.996237088466387,0.9974968789849232
4,3452,0.968591260855103,0.3284443214931151,0.9962384022713484,0.9975006321569981
5,4315,0.9694184427284669,0.2851667496002822,0.9963606693757338,0.9975801889400169
6,5178,0.9693682272081204,0.3119739529648884,0.9963781449978416,0.9975915886681616
7,6041,0.9664876980196935,0.2507713092623514,0.9963980999305777,0.9976079598403015
8,6904,0.9694967454266527,0.24010928488664138,0.9964278754047102,0.9976254673535071
9,7767,0.9654042549059773,0.23920183608623827,0.9964377602229907,0.9976301207506755
10,8630,0.9662895843630138,0.26503904572314446,0.9964609115926907,0.9976410089359974
# BEST (by va_auc, epoch 10): TEST AUC 0.9663 AP 0.2650 | VAL AUC 0.9965 AP 0.9976
