epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.02411586074397586,0.0035572180194574847,0.052436066855390415,0.31081274639354933
1,863,0.9657355771128104,0.5625803884519968,0.995970853976247,0.9973005001868135
2,1726,0.9655314576391799,0.27174331974655686,0.9962192441225578,0.9974899028832686
3,2589,0.9631988359207677,0.2615505093846415,0.996286688344935,0.9975314025122989
4,3452,0.9638452560153699,0.2599641601075195,0.9963563725933394,0.9975823434327206
5,4315,0.9679387409803122,0.4564669508320678,0.9963217716763287,0.9975606467579495
6,5178,0.9646448988297819,0.38429570628682663,0.9964174486236965,0.9976162335628904
7,6041,0.9661595627326764,0.4664730737653427,0.9963735733369373,0.9975922180483011
8,6904,0.96632945609693,0.29968257674784055,0.9963921092418421,0.9976005877242157
9,7767,0.9668801198219209,0.4189998452747394,0.9964516572282781,0.997632880752373
10,8630,0.9661967565143147,0.37407537841151595,0.9964572652175382,0.9976370191442483
# BEST (by va_auc, epoch 10): TEST AUC 0.9662 AP 0.3741 | VAL AUC 0.9965 AP 0.9976
