epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.3462475311159262,0.005006781280508709,0.35114545750413173,0.40112608439461295
1,863,0.9687819200949154,0.38617994514376996,0.9954461843229435,0.9969250735290325
2,1726,0.9667648504199217,0.41535045081425487,0.995782800806031,0.9971942697179939
3,2589,0.9672120841108791,0.3591635168855409,0.9960676006115176,0.9973636433435443
4,3452,0.9674648217298131,0.28360496148133085,0.9961236980152822,0.9974183044562498
5,4315,0.9670137981882635,0.283299791894232,0.9962329072992451,0.9974846038979711
6,5178,0.964590251376718,0.2394094553081873,0.9962180425033627,0.9974778709924295
7,6041,0.9667869239505402,0.2373860331494268,0.9961575726086991,0.9974529377406633
8,6904,0.9649765185868681,0.2427389204841765,0.9962339473688585,0.997486807069667
9,7767,0.9637172937459948,0.24770146127707637,0.9962714702080566,0.9975074172536069
10,8630,0.9644583818027035,0.24034495631353434,0.9962511925918524,0.997497437489227
# BEST (by va_auc, epoch 9): TEST AUC 0.9637 AP 0.2477 | VAL AUC 0.9963 AP 0.9975
