epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.2683934839000256,0.0043992221565597525,0.4609096993025767,0.4513387656365002
1,863,0.9705762342541104,0.7181802418087071,0.9956933336188162,0.9970094374527327
2,1726,0.9631890402532247,0.2642515501304766,0.9963828608010873,0.9975897569453682
3,2589,0.9604045963057414,0.2602235553791996,0.9964915593514255,0.997654567737614
4,3452,0.9595068950223914,0.27434471281582906,0.996594919906594,0.9977212876401469
5,4315,0.9645516951281314,0.37247515251105073,0.9966003509655466,0.9977176968242824
6,5178,0.9638735076288752,0.3751039999389762,0.9966092797366239,0.9977276179539377
7,6041,0.963971362510798,0.3459571115455067,0.9966258498704682,0.9977381756422243
8,6904,0.9645573877342895,0.3968566179943033,0.9966590762910055,0.9977558165234729
9,7767,0.9652944118809623,0.5784489310107567,0.9966789339510439,0.9977664622809649
10,8630,0.9672117160881977,0.5814824707696634,0.9966658006819265,0.9977572776216685
# BEST (by va_auc, epoch 9): TEST AUC 0.9653 AP 0.5784 | VAL AUC 0.9967 AP 0.9978
