epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.39186725468860895,0.005399525584514151,0.23404654154345714,0.3582879023358405
1,863,0.9705592738896834,0.6229288329372992,0.9952917897924416,0.9964267330512706
2,1726,0.9640271688437949,0.26576337627377755,0.9962000556280111,0.9974226076587959
3,2589,0.9633722450761697,0.24868313547970508,0.9963851631294462,0.9975585061213984
4,3452,0.9653170257001984,0.30203017418787553,0.9964073529439805,0.997586524830165
5,4315,0.9642022301861286,0.25539709781143644,0.996413623863303,0.9975934195723474
6,5178,0.9651187789289318,0.26908631614013756,0.9965457772409023,0.9976691285374036
7,6041,0.9656258985234617,0.27146086597324093,0.9965580426421798,0.9976756248096961
8,6904,0.966231397627992,0.32121116437546393,0.9965565797584955,0.9976757702343694
9,7767,0.9664423685877137,0.32980867799983277,0.9966114085121996,0.9977099106237963
10,8630,0.9660435886063936,0.33921581109762,0.996624140115744,0.9977139812806642
# BEST (by va_auc, epoch 10): TEST AUC 0.9660 AP 0.3392 | VAL AUC 0.9966 AP 0.9977
