epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.43827927628261387,0.006188084477636271,0.27405676583513855,0.3771158676956681
1,863,0.9709324802097761,0.6542975388146829,0.9953059552849239,0.9967808367005553
2,1726,0.9660856997974779,0.30317259025960847,0.9962923339546186,0.9975221621306726
3,2589,0.9629216443691904,0.2855995521828287,0.9962132885081122,0.9974885501418941
4,3452,0.9640248275931191,0.45164245074944154,0.9962897491613107,0.9975374468844528
5,4315,0.9629404683378342,0.3271333583081274,0.9963299471555802,0.9975670510996715
6,5178,0.964721886042638,0.3572605491174297,0.9963643710383597,0.9975896458065419
7,6041,0.9637443864795671,0.28896758905990527,0.9963760808628833,0.9976037878597465
8,6904,0.9665381092967854,0.40091754840598964,0.9964085279586773,0.9976212612473265
9,7767,0.9646472792318067,0.3493661354394424,0.9964144212707914,0.9976255700334571
10,8630,0.9640787468310899,0.31535222040927213,0.9964396302802108,0.9976439358079043
# BEST (by va_auc, epoch 10): TEST AUC 0.9641 AP 0.3154 | VAL AUC 0.9964 AP 0.9976
