epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.5437620938517348,0.0073961443783985975,0.5432078003126735,0.5027613514641981
1,863,0.966967161101224,0.3833412573571659,0.9952822296321819,0.9968136996366822
2,1726,0.9665315083793283,0.27736376753703557,0.9962813023369592,0.9975015523548565
3,2589,0.969234110346668,0.4341485527190908,0.9962811109612405,0.9975202578050638
4,3452,0.971473559684509,0.5315714979262215,0.9962866655336559,0.9975367271205033
5,4315,0.9686318686343821,0.35499327766545075,0.9963718703372616,0.9975873828624702
6,5178,0.9677583863755811,0.4669033636985319,0.996398845947736,0.9976030387772757
7,6041,0.9689802529991499,0.6902886483658118,0.9964079753957141,0.9976084717147217
8,6904,0.9719243639785037,0.6251827133586992,0.9964119725657288,0.9976104176198468
9,7767,0.9687339440317371,0.6125981048979263,0.9964379179793529,0.9976267554543864
10,8630,0.9699993626160368,0.6936438073527371,0.9964394730434677,0.9976286538105239
# BEST (by va_auc, epoch 10): TEST AUC 0.9700 AP 0.6936 | VAL AUC 0.9964 AP 0.9976
