epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.5107681479031477,0.00833692303344383,0.30377052189590364,0.3818874589780562
1,863,0.9687911989646504,0.457982582160341,0.9955087571161509,0.9969699211356167
2,1726,0.969719641887308,0.41813082581568733,0.9959485424149548,0.9972999286523734
3,2589,0.9675223663827097,0.45450753251312226,0.9961127912101334,0.9974015712621019
4,3452,0.9719462809037259,0.5207607434005161,0.9961319503981623,0.9974205770640107
5,4315,0.9705823027132198,0.5564871363087841,0.9961774008582958,0.9974471934062835
6,5178,0.9681499859994775,0.49648736609571414,0.99619816270755,0.9974708494788903
7,6041,0.969989598269573,0.543543978517183,0.9962050580011967,0.9974702832899345
8,6904,0.9718734907154924,0.7000513765077525,0.9962199336051567,0.9974776008093722
9,7767,0.96889738525366,0.7263409189754086,0.9962225754006812,0.9974805451466667
10,8630,0.9690525028987659,0.7087590079763622,0.9962316345961555,0.9974862342965682
# BEST (by va_auc, epoch 10): TEST AUC 0.9691 AP 0.7088 | VAL AUC 0.9962 AP 0.9975
