epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.39867424135647833,0.005427297346423789,0.2619453910418544,0.36705190953964545
1,863,0.967697748766106,0.3169677638806567,0.9956295679879765,0.9969968576829394
2,1726,0.9695580094577131,0.2841097497812728,0.9963750530562809,0.9975517379747217
3,2589,0.9743385927689651,0.3316863849981553,0.9964506447504395,0.9976118810208199
4,3452,0.9710066093741485,0.31076605667223894,0.9964885148510898,0.9976330501118952
5,4315,0.9684165518749112,0.347152820983559,0.9965225767152344,0.9976604521555318
6,5178,0.9708556965839351,0.36310711551927816,0.9966298278665376,0.9977216930931184
7,6041,0.9680961215733956,0.42581679444408516,0.9967005107709125,0.9977602288261046
8,6904,0.9658162054011322,0.4163355138306796,0.9967177692441936,0.9977726443376916
9,7767,0.9672998614355452,0.5497221092600311,0.9967562904275906,0.9977978681291484
10,8630,0.9658866386781503,0.4956535586579758,0.9967679156581228,0.9978073618939051
# BEST (by va_auc, epoch 10): TEST AUC 0.9659 AP 0.4957 | VAL AUC 0.9968 AP 0.9978
