epoch,updates,te_auc,te_ap,te_ap_lift,te_prec_r50,te_fp_day_r50,va_auc,va_ap
0,0,0.8982672230424401,0.02905856013837263,18.743234637589683,0.04370282081843464,329.1623931623932,0.9648854852703556,0.9558390124658603
1,2209,0.9923585910940607,0.13429212617776767,86.62056271696822,0.11658717541070482,113.98290598290598,0.999741997633171,0.9997001263531162
2,4418,0.9951805415407082,0.22987757739381112,148.27470289290738,0.21912350597609562,53.60683760683761,0.9997254660321584,0.9996859139104117
3,6627,0.9954570221452863,0.20305174640101453,130.97161415581795,0.18998272884283246,64.13675213675214,0.99967320355914,0.9996137182769039
4,8836,0.996392421804041,0.23434531417286222,151.15646435493397,0.205799812909261,58.05128205128205,0.9996847323406578,0.9996415678475382
5,11045,0.9968263325137654,0.24176026628392847,155.93922670043224,0.21297192642787996,55.58974358974359,0.9996733622036608,0.9996150876142484
# BEST (by va_auc, epoch 1): TEST AUC 0.9924 AP 0.1343 lift 86.6x, @50% recall: prec 0.1166, FP/day 114.0 | VAL AUC 0.9997 AP 0.9997
