epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.1758454890441997,0.004187837205331782,0.1218437022614101,0.32439023464752587
1,863,0.9710407728413669,0.5024426137921552,0.9952433410780733,0.9967951015203397
2,1726,0.967382134080529,0.5639754097339765,0.996244307015083,0.9974870879715916
3,2589,0.9720353893742613,0.33620434802014143,0.9962441101833636,0.9974975708522624
4,3452,0.9737771311018943,0.3561674157423827,0.9962581482132778,0.9975130030829542
5,4315,0.9679274810523131,0.4006573823350676,0.9963355669401941,0.9975617763679501
6,5178,0.9655047016072099,0.31286839209636047,0.9963750634486632,0.9975822759611922
7,6041,0.9638333618355155,0.2919427185928779,0.9963743288111635,0.9975877862757292
8,6904,0.969112835127718,0.3688763793022188,0.9964026543920893,0.9976026200553259
9,7767,0.9629537093240974,0.32390006144716477,0.9964257661148511,0.9976203606329755
10,8630,0.9637365640400183,0.46798638003566045,0.9964334182337337,0.9976247091586652
# BEST (by va_auc, epoch 10): TEST AUC 0.9637 AP 0.4680 | VAL AUC 0.9964 AP 0.9976
