epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.5375639576438781,0.00714764246870759,0.5008382821826328,0.46505744668632415
1,863,0.9680241379029535,0.4531117032453372,0.9947830059865747,0.9965135887364076
2,1726,0.9724561254321525,0.5664610733040454,0.996149794482182,0.9974350336511021
3,2589,0.9701735234773414,0.5877924039176418,0.9962544038899229,0.9974985254022074
4,3452,0.9657222656541188,0.3700690901064825,0.9962605734315566,0.9975163567763802
5,4315,0.9662266838055612,0.3775770320340341,0.9963066086190763,0.9975461091767438
6,5178,0.9689907064093577,0.4689990315263218,0.9963577736943116,0.9975760032081866
7,6041,0.9666121523281898,0.5184940489426395,0.9963723946849069,0.9975861404387188
8,6904,0.9683084315092563,0.4937394844947567,0.9963932196678832,0.9975959307182641
9,7767,0.9672976767902659,0.5636564137620906,0.9964227960759341,0.9976174721303229
10,8630,0.9668438891634703,0.520863251562523,0.9964283548572643,0.9976155869682465
# BEST (by va_auc, epoch 10): TEST AUC 0.9668 AP 0.5209 | VAL AUC 0.9964 AP 0.9976
