epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.4800750406077793,0.006353529317739963,0.44386780259153996,0.44021435750748794
1,863,0.9700312396444681,0.6489482071595811,0.9949342468967273,0.9966035414868588
2,1726,0.9693045592842257,0.31912643095757015,0.9958410292197336,0.9972259179576185
3,2589,0.9687069452614026,0.3228011024970315,0.9961096349916887,0.9974102853756747
4,3452,0.9702027303837647,0.5204094449043415,0.9961420683175761,0.9974326761945985
5,4315,0.9713308921684147,0.6375712147735809,0.9961879692874792,0.9974541128317466
6,5178,0.9694782659898807,0.6233172920521229,0.9961891414962327,0.9974635905376874
7,6041,0.9735827446536484,0.7660981432198105,0.9962805109570525,0.9975158871905759
8,6904,0.9676951804376056,0.750179430974941,0.9963126897215373,0.9975373359967047
9,7767,0.9666850599704705,0.738957128679849,0.9963382708821642,0.9975586733548237
10,8630,0.9670658225009381,0.7500288842491218,0.9963783468698664,0.997583881089073
# BEST (by va_auc, epoch 10): TEST AUC 0.9671 AP 0.7500 | VAL AUC 0.9964 AP 0.9976
