epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.5331274912003428,0.007050348614227287,0.5575266075050211,0.4761515431536578
1,863,0.9689810516866715,0.372385988282721,0.9956032113997496,0.9970055328024906
2,1726,0.9687725472619426,0.4401938125412983,0.9963819424782318,0.9975767202682272
3,2589,0.9670626042600426,0.26299063576509235,0.9964277172846145,0.9976200638938475
4,3452,0.9693732933926931,0.2856694304414772,0.9965843619737166,0.9977135073425385
5,4315,0.9671912555931618,0.2760205328242014,0.9966400656620805,0.9977478905296422
6,5178,0.9677398991085394,0.29028106585392677,0.996713693144036,0.9977940980032238
7,6041,0.9719017658198074,0.4514864420307631,0.9967989493379718,0.9978484094249076
8,6904,0.9714611800279259,0.7104723411092158,0.9968087885336943,0.9978549288716145
9,7767,0.9705358378921164,0.6224486088287063,0.9968121692795571,0.9978597541474407
10,8630,0.9720006308065365,0.5878681978477444,0.9968080989471715,0.9978573343585305
# BEST (by va_auc, epoch 9): TEST AUC 0.9705 AP 0.6224 | VAL AUC 0.9968 AP 0.9979
