epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.4722290162863348,0.006262397136967845,0.39233373501719704,0.4269976117589218
1,863,0.9704061059817624,0.671692328640566,0.995247183193745,0.9967372677352394
2,1726,0.9620414985507737,0.2548648574367338,0.9959141745990775,0.997286204519365
3,2589,0.9643410452094723,0.24470042450781215,0.9961329925462522,0.9974141740450947
4,3452,0.9650261781580575,0.4293457158275978,0.9961308258384813,0.9974210596162675
5,4315,0.9647216981161624,0.6320038941550166,0.9961884574696345,0.9974514219433624
6,5178,0.9659402290447885,0.6228255990199698,0.9962298622273283,0.9974781433554513
7,6041,0.9661862874435673,0.6713709319195286,0.9962020716462395,0.9974652530452438
8,6904,0.9651651732776069,0.6418516301014763,0.9962253622218995,0.9974782577536713
9,7767,0.9644601984253014,0.6613150551626106,0.9962635720495249,0.9974992824546096
10,8630,0.9652850703690689,0.6733998073069034,0.9962589866187141,0.9975000124921289
# BEST (by va_auc, epoch 9): TEST AUC 0.9645 AP 0.6613 | VAL AUC 0.9963 AP 0.9975
