epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.35901355670274226,0.005560385009446821,0.2678038657603367,0.38380601069287906
1,863,0.9742858324109276,0.6211931092421004,0.9941060567564766,0.996133417940833
2,1726,0.9694380105727435,0.34706929618028814,0.9951912125250816,0.996789912660422
3,2589,0.9660613868096912,0.3349629949401027,0.9959946606376084,0.9973475441622045
4,3452,0.9732701837733005,0.7016478161734045,0.9962733141803973,0.9975287900726392
5,4315,0.9696357170553925,0.3728660460792322,0.996415455936366,0.9976157599236386
6,5178,0.9721908828723184,0.640132405900865,0.9964430848639493,0.9976407720568569
7,6041,0.9736018113606566,0.7131261218213057,0.996469450389625,0.9976641814526599
8,6904,0.9740680099651146,0.7108497472043785,0.9965485895234572,0.9977025149645038
9,7767,0.972171565596676,0.6883571175670401,0.996560544816049,0.9977205265083205
10,8630,0.9721049065097105,0.6895013603162644,0.9965600619859707,0.9977203459283133
# BEST (by va_auc, epoch 9): TEST AUC 0.9722 AP 0.6884 | VAL AUC 0.9966 AP 0.9977
