epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.45811891705489144,0.006067273398778565,0.4332771920633232,0.43439462529460754
1,863,0.9712184808148994,0.4814635489557768,0.9952046988753853,0.9968442853266172
2,1726,0.9718125085741455,0.427705856251132,0.9963778355646608,0.9975766821594847
3,2589,0.9653054603916763,0.4736045919342587,0.9964408501899986,0.9976216643349204
4,3452,0.9712350574961052,0.711212386881462,0.996525955174773,0.9976724609359865
5,4315,0.963282940848889,0.4422967238219261,0.9965911758430485,0.9977112223717144
6,5178,0.9681220319362253,0.7046337810188371,0.996620095816276,0.9977252689195651
7,6041,0.9665401373366684,0.6379728716984772,0.9965904820476109,0.9977097091749563
8,6904,0.9662884802949694,0.6321798477847952,0.9966609389176723,0.9977541756101561
9,7767,0.9667057005617122,0.66884110524695,0.996653484929557,0.9977502409612737
10,8630,0.9674539533153049,0.6509080518247492,0.9966922034123304,0.9977724620811782
# BEST (by va_auc, epoch 10): TEST AUC 0.9675 AP 0.6509 | VAL AUC 0.9967 AP 0.9978
