epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.7270509904038477,0.052102405012897195,0.7491553872977327,0.8008067459694979
1,863,0.9655369466583227,0.39567894184335844,0.9961644198895399,0.9974261788240706
2,1726,0.96176501172348,0.2632199892698469,0.9964675941023112,0.9976433174526925
3,2589,0.9633706242103173,0.266936850238712,0.9965491631829562,0.997693376291849
4,3452,0.9625344062055828,0.25864556598514316,0.9965815182022435,0.9977147262884268
5,4315,0.9638554197055944,0.31212996857555564,0.9966159514381671,0.9977314082835882
6,5178,0.9648404050066118,0.2951072030046397,0.996610594892595,0.9977332926150021
7,6041,0.9671994930370109,0.30202923708374696,0.9966288991512998,0.9977421388290917
8,6904,0.9655175275891726,0.3032326935712607,0.996680669530838,0.99777335422933
9,7767,0.9655157109665747,0.2691980522223908,0.9966951715806187,0.9977833649215382
10,8630,0.9665331135846411,0.27607097057204366,0.9966758766161161,0.9977685593240182
# BEST (by va_auc, epoch 9): TEST AUC 0.9655 AP 0.2692 | VAL AUC 0.9967 AP 0.9978
