epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.4747041175943657,0.0060919108234840525,0.4830464230012943,0.4543625972894615
1,863,0.9662995209754136,0.32312880976394387,0.9959117834158505,0.9972497054066451
2,1726,0.9681182342553633,0.5388603647477979,0.9962519015082061,0.997493501005097
3,2589,0.9707926472513561,0.5086262944530018,0.9962623828492264,0.9975046577078165
4,3452,0.9663949641342321,0.4679553661427975,0.9962932929116888,0.9975367032665173
5,4315,0.9655425374709732,0.564670952389,0.9963429256301644,0.9975738290586896
6,5178,0.9634327808921371,0.6216874333834106,0.9963714787003373,0.9975870983423903
7,6041,0.9657331184080874,0.503745396397851,0.9963818738365471,0.9975910541529708
8,6904,0.969370748555002,0.6161720834342096,0.9963871755623028,0.9975932725183733
9,7767,0.9676516441374143,0.734023047483306,0.996416626118605,0.9976109957159864
10,8630,0.9673432333000703,0.7271651097525316,0.9964348736868648,0.997623195820769
# BEST (by va_auc, epoch 10): TEST AUC 0.9673 AP 0.7272 | VAL AUC 0.9964 AP 0.9976
