epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.3446058367457649,0.005304106372146708,0.2629791616765305,0.386231379049162
1,863,0.9747314922176514,0.6185258173189384,0.9942424406130715,0.9962129148768573
2,1726,0.9713424574769367,0.4754757113551825,0.9955166830743052,0.9969794811995645
3,2589,0.9750081748016906,0.6598395830235035,0.9962763757762019,0.997523505433298
4,3452,0.97853943073312,0.7513069627290709,0.9963459481506117,0.997586578310811
5,4315,0.9701585989830672,0.6999465680053403,0.996481400278178,0.9976716111561678
6,5178,0.9736388955185173,0.4364560383358584,0.9965814461310728,0.9977342798489577
7,6041,0.9743177016090891,0.6504249440124248,0.9965424113041842,0.9977178335131309
8,6904,0.972588950299085,0.6191611433150698,0.9965846276030064,0.9977507572020353
9,7767,0.9697100732975897,0.6534450090704766,0.9966519563660169,0.9977877632514819
10,8630,0.9730901971912509,0.6726126356345041,0.9967225677708019,0.997824470378023
# BEST (by va_auc, epoch 10): TEST AUC 0.9731 AP 0.6726 | VAL AUC 0.9967 AP 0.9978
