epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.47369887538532757,0.00713497684323125,0.3814741100365941,0.44054909665647995
1,863,0.9729553990963242,0.5362637415587913,0.9947585327058551,0.996488485523333
2,1726,0.9651686342568667,0.2981162369857781,0.9957337358753584,0.9971837163319334
3,2589,0.9679542370842832,0.2661569559342405,0.996070873900148,0.9973843283921594
4,3452,0.9770550308230741,0.31508816855366706,0.996084865320228,0.9974139190449702
5,4315,0.9717863319821419,0.37078813620926465,0.9962987855455061,0.9975501990326627
6,5178,0.9731963599894511,0.4806459045816471,0.9963540281238706,0.997576861897065
7,6041,0.9730558301370172,0.6300909895282791,0.9964226753684144,0.9976249471755976
8,6904,0.9715460523224894,0.6655249256799439,0.9964090654007242,0.997609834539625
9,7767,0.9677833414454928,0.6897769863575928,0.9964104635918293,0.9976109550673078
10,8630,0.9676474157917123,0.6885757951124866,0.9964456563550079,0.9976310537997313
# BEST (by va_auc, epoch 10): TEST AUC 0.9676 AP 0.6886 | VAL AUC 0.9964 AP 0.9976
