epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.4109151455584517,0.005575802324081806,0.38459976349789715,0.4264411208688056
1,863,0.9722074517232545,0.3786386805966815,0.9948718306127962,0.9965523097009718
2,1726,0.9674212071269237,0.3572811860300972,0.9961865039096232,0.9974544944405846
3,2589,0.967749412886369,0.45645311333603733,0.9963954606811869,0.9976019742746479
4,3452,0.9736173466159767,0.4713669714768228,0.9964730138855292,0.9976507353704253
5,4315,0.9721111785558352,0.4611627068421748,0.9965310422978358,0.9976890598977372
6,5178,0.9715283167613503,0.45685230904949936,0.9966040299208174,0.9977252255577902
7,6041,0.972428445428344,0.4971403755869336,0.9965482755176281,0.997697089039171
8,6904,0.9687749041731579,0.5026272161544034,0.996579657809939,0.997713498647856
9,7767,0.9695057189158647,0.5729662052219204,0.9965983874808103,0.9977309066523581
10,8630,0.9697924085847319,0.5808018851584157,0.9965994393457775,0.9977258658211725
# BEST (by va_auc, epoch 6): TEST AUC 0.9715 AP 0.4569 | VAL AUC 0.9966 AP 0.9977
