epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.4466179341994238,0.16759339372592064,0.433451691332751,0.5172900641279727
1,863,0.9750270457519533,0.7383219106176915,0.9944896157340142,0.9963330781817602
2,1726,0.9664139133871931,0.30558860189885195,0.9959046429139451,0.9972988149482688
3,2589,0.9690358009332429,0.58511855802516,0.99609967191877,0.997396822665624
4,3452,0.9719076072010919,0.6514757274649757,0.9962195620255302,0.9974598182284349
5,4315,0.9696448236591916,0.3543198133353149,0.9962330410492044,0.9974739503362428
6,5178,0.970507672411579,0.34961325101526536,0.9962032389186114,0.9974617193782775
7,6041,0.9742582620308964,0.3299660371888637,0.9962348459981498,0.9974824007849842
8,6904,0.9699841170807,0.29639278184178164,0.9962544897310001,0.997488332969434
9,7767,0.9686582409831311,0.2869593209495485,0.9962797214477747,0.9975018952407853
10,8630,0.9696382932141628,0.3017604657179225,0.9962906900356359,0.9975121831829321
# BEST (by va_auc, epoch 10): TEST AUC 0.9696 AP 0.3018 | VAL AUC 0.9963 AP 0.9975
