epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.3877328487335948,0.005246699758586158,0.3127597302358557,0.38357029946965554
1,863,0.9693248553435954,0.4259928726681192,0.9945522663661646,0.9963867101695624
2,1726,0.9687617963014816,0.3469021817871064,0.9956858909064357,0.9971423781303201
3,2589,0.9672511963086229,0.5658668444110461,0.9957576669335352,0.9972030413458431
4,3452,0.9687683189162405,0.35222304555413647,0.9957687455247622,0.9972093469444422
5,4315,0.975722733904254,0.6416528137452489,0.9957938709794285,0.9972340051344838
6,5178,0.9779775697222886,0.6834792440759624,0.9958804303261338,0.9972765135122199
7,6041,0.974933231289257,0.6898447173778174,0.9958596312721512,0.9972662895496026
8,6904,0.9756151146758676,0.7092939133877979,0.9958751459036944,0.9972785423854059
9,7767,0.9753667228566829,0.708992769515448,0.9959111115483394,0.997297166017751
10,8630,0.9743858641078598,0.7046172096675466,0.9959283386366262,0.9973071588971587
# BEST (by va_auc, epoch 10): TEST AUC 0.9744 AP 0.7046 | VAL AUC 0.9959 AP 0.9973
