epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.7306281473769536,0.012307820694873534,0.7205018516795392,0.6810517325126608
1,863,0.9663376778802395,0.6585182577803514,0.9951463649270412,0.9968131485551581
2,1726,0.9705657260320139,0.5720047908648428,0.9954927703067212,0.9970274798883783
3,2589,0.9662532519110556,0.2987448299137604,0.9956419478093824,0.9971127129218714
4,3452,0.9690344462965642,0.29869169358483394,0.9957263419552124,0.9971525356710179
5,4315,0.9722269804161819,0.7185978503094594,0.9957897425016644,0.997187473706403
6,5178,0.9712723374107114,0.504663302629206,0.9957862505053499,0.9971946690788113
7,6041,0.971038650838246,0.5913856488920517,0.9958251099088263,0.9972084405711292
8,6904,0.9700418418298025,0.4307166484766431,0.9958053754504793,0.9971999522490645
9,7767,0.9708952629373284,0.5849834135740063,0.9958249021651057,0.9972076248932848
10,8630,0.9709319007698095,0.6332919324706754,0.9958292258637699,0.997213428676367
# BEST (by va_auc, epoch 10): TEST AUC 0.9709 AP 0.6333 | VAL AUC 0.9958 AP 0.9972
