epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.29027543913719195,0.004544006333442483,0.2663154689854153,0.36180231762051196
1,863,0.9650200079054404,0.5880857337960181,0.995490783335201,0.9969806373222946
2,1726,0.9627027335158725,0.33529040200264326,0.995736865281457,0.997159894295488
3,2589,0.9673014196592392,0.29798868355944025,0.995758301544356,0.9971964678133208
4,3452,0.9581027632082557,0.2694319922942783,0.9958187854167736,0.9972334298733943
5,4315,0.9644312342572425,0.27910538992798345,0.9958957295755554,0.9972793897881074
6,5178,0.9627286282181626,0.2729642838655205,0.9959131302685873,0.9972889166761095
7,6041,0.9640248902352777,0.27248842089901637,0.9959218896957963,0.9972950562752382
8,6904,0.9658940304528589,0.2634623537128944,0.9959503817107236,0.9973051978862462
9,7767,0.9621247343189451,0.34236575469552416,0.9959536683535652,0.9973093599228907
10,8630,0.9623101472779789,0.38554308447201857,0.9959626174417499,0.9973158711821417
# BEST (by va_auc, epoch 10): TEST AUC 0.9623 AP 0.3855 | VAL AUC 0.9960 AP 0.9973
