epoch,updates,te_auc,te_ap,va_auc,va_ap
0,0,0.4457633542119648,0.006724699920663331,0.38759587721376954,0.4599179993892372
1,863,0.9710474050799032,0.5921788935647447,0.9942589201773048,0.9961087475413477
2,1726,0.9684444276354652,0.30803335576539337,0.9956928242362013,0.9971592334538458
3,2589,0.9703011725359237,0.29061543858606265,0.9957690565168004,0.9972076846495427
4,3452,0.9730711852961315,0.4715042977020088,0.9958057732708709,0.9972363785352668
5,4315,0.9724021357217536,0.2836066630478137,0.9958658953325014,0.9972652499536994
6,5178,0.9734805048206273,0.29009562507970615,0.9959075451425682,0.9972936562325657
7,6041,0.9724916043847005,0.307039234318531,0.9959011660905086,0.9972866690971361
8,6904,0.9729444993607368,0.41763349572795294,0.9959481272392848,0.9973111471263182
9,7767,0.9730436305766399,0.31619751560994913,0.9959824356107359,0.9973278976858736
10,8630,0.9721156183188223,0.3519872476555436,0.995955520483926,0.9973198576818036
# BEST (by va_auc, epoch 9): TEST AUC 0.9730 AP 0.3162 | VAL AUC 0.9960 AP 0.9973
