updates,tokens,loss,lr,mask_rate,seq_len,walk_len,seconds
50,1394054,9.43037223815918,4.182162e-06,0.6998639629411558,27.235596366122888,3.385054215102081,6.791574716567993
100,2793608,9.158125877380371,8.380823999999998e-06,0.6994537028039635,27.343049721598124,3.3948227019634656,13.037644863128662
150,4188938,8.733807563781738,1.2566814e-05,0.6987716958902509,27.260525544593143,3.387320504053922,19.269895315170288
200,5585583,8.188960075378418,1.6756749e-05,0.6978160883785077,27.288882375928097,3.389898397811645,25.524099826812744
250,6983652,7.7055983543396,2.0950955999999996e-05,0.6965860023320026,27.31403731561981,3.3921852105108923,31.74609398841858
300,8383327,7.338591575622559,2.5149981e-05,0.6950803879887749,27.34541369541858,3.395037608674416,37.95876407623291
350,9780054,6.998118877410889,2.9340161999999997e-05,0.6933045380629959,27.287818696883853,3.3898016997167137,44.17695212364197
400,11180406,6.622426986694336,3.3541218e-05,0.6912498965172614,27.361313012895664,3.3964830011723333,50.43592858314514
450,12574438,6.160410404205322,3.7723314e-05,0.6889318456288909,27.235166552700985,3.385015141154635,56.642003536224365
500,13968932,5.72551155090332,4.190679599999999e-05,0.6863408257145563,27.244192634560907,3.385835694050991,62.85534715652466
550,15365863,5.179214954376221,4.6097589e-05,0.6834723177985661,27.294470496287612,3.3904064087534196,69.09804916381836
600,16766066,4.59566593170166,5.0298197999999993e-05,0.680322932161855,27.3557292175442,3.3959753834131092,75.30223631858826
650,18162760,4.021788120269775,5.448828e-05,0.676907990442768,27.287173976751003,3.389743088795546,81.65701866149902
700,19563876,3.3868281841278076,5.869162799999999e-05,0.6732078329099636,27.37356647455309,3.397596952232099,88.00325894355774
750,20958640,2.7828872203826904,6.287592e-05,0.6692514786545279,27.252129738178976,3.386557248925362,94.25593543052673
800,22354553,2.2052011489868164,6.7063659e-05,0.6650191772119134,27.271915600273516,3.388355963661229,100.48347401618958
850,23749135,1.8147411346435547,7.124740499999999e-05,0.6605185010726242,27.24591188824851,3.385991989840774,106.68319129943848
900,25143426,1.5487431287765503,7.543027799999999e-05,0.6557465690287767,27.24288784681516,3.385717076983197,112.92750239372253
950,26538613,1.3153960704803467,7.9615839e-05,0.6506991414025362,27.257731757350786,3.3870665233955255,119.13213300704956
1000,27931380,1.3365609645843506,8.379413999999999e-05,0.645388660790692,27.21045228094168,3.3827683891765163,125.35690474510193
1050,29329416,1.107472538948059,8.798824799999998e-05,0.639784974996926,27.31339259548696,3.3921265995897234,131.58869075775146
1100,30721474,1.1216630935668945,9.2164422e-05,0.6339333724687126,27.199257522469715,3.3817506838608833,137.85065937042236
1150,32121798,1.0114206075668335,9.6365394e-05,0.6277733065273037,27.358093191364656,3.39619029012406,144.07501864433289
1200,33516545,0.9708855152130127,0.000100549635,0.6213648847884082,27.249135488912767,3.3862850444466157,150.31529474258423
1250,34912513,0.9754340648651123,0.000104737539,0.6146781505217381,27.27299013382827,3.388453648529843,156.71178936958313
1300,36304791,1.0145328044891357,0.000108914373,0.6077373505312423,27.20355607659242,3.382141461508402,163.08886456489563
1350,37697965,0.8996915817260742,0.000113093895,0.6005204404401142,27.21840382924685,3.3834912572042595,169.3808376789093
1400,39090952,0.9178046584129333,0.00011727285599999999,0.5930328230213586,27.21475041516069,3.383159128650972,175.67778396606445
1450,40486024,0.8785721063613892,0.000121458072,0.5852617302469997,27.258147713950763,3.3871043376318877,181.96094918251038
1500,41877867,0.8068515062332153,0.00012563360099999998,0.5772370978871217,27.192400117221844,3.381127283383804,188.23354053497314
1550,43274242,0.9496300220489502,0.00012982272599999998,0.5689137985527805,27.280941682133438,3.389176516557585,205.59574484825134
1600,44667955,0.8101180195808411,0.00013400386499999998,0.5603341657282582,27.228934258083424,3.384448568916675,211.87730717658997
1650,46063170,0.8373021483421326,0.00013818950999999998,0.551472905868577,27.26094177413052,3.387358343102774,218.13556814193726
1700,47460788,0.7059072852134705,0.000142382364,0.5423231521693339,27.30522614047084,3.391384194588258,224.3768436908722
1750,48861816,0.7417336702346802,0.00014658544799999997,0.53287660560275,27.371847220865487,3.3974406564423174,230.66255068778992
1800,50256019,0.7114627957344055,0.00015076805699999998,0.5232032787990147,27.24116842516608,3.3855607659241893,236.97432327270508
1850,51650260,0.7608324289321899,0.00015495078,0.513257544935268,27.239249780209047,3.385386343655368,243.26440834999084
1900,53052520,0.7338850498199463,0.00015915756,0.5029801085154719,27.39591677249194,3.399628797499268,249.55292582511902
1950,54448774,0.8146890997886658,0.000163346322,0.4924731706927846,27.278577708312984,3.3889616098466346,255.93166875839233
2000,55848752,0.6875312924385071,0.000167546256,0.48166418300297464,27.354005470887067,3.3958186791715517,262.324245929718
2050,57245842,0.6977566480636597,0.000171737526,0.47060395015977247,27.294910618345217,3.3904464198495647,268.6485028266907
2100,58646342,0.7044588327407837,0.000175939026,0.4592424599013325,27.361531698739864,3.3965028817036242,275.3337435722351
2150,60041639,0.8080381751060486,0.00018012491699999998,0.44765011103355745,27.259880824460293,3.387261893132754,281.688688993454
2200,61435842,0.7250430583953857,0.000184307526,0.4357946122425725,27.24116842516608,3.3855607659241893,288.0376305580139
2250,62831887,0.6670798063278198,0.000188495661,0.4236507783213462,27.274494480804922,3.3885904073459017,294.34372568130493
2300,64229307,0.7267941832542419,0.00019268792099999999,0.41122172856098255,27.301357819673733,3.3910325290612486,300.68170833587646
2350,65626513,0.5934252142906189,0.00019687953899999997,0.3985212554022582,27.299843688940992,3.3908948808128176,307.0384511947632
2400,67018642,0.6681305170059204,0.000201055926,0.38559511371330857,27.197987691706555,3.3816352447005964,313.35156416893005
2450,68414731,0.6820257306098938,0.00020524419299999998,0.37235972075383483,27.275354107648724,3.388668555240793,319.6670651435852
2500,69806860,0.6550357341766357,0.00020942057999999997,0.3588901607858279,27.197987691706555,3.3816352447005964,325.9825613498688
2550,71203417,0.7431614995002747,0.00021361025099999998,0.3451051385266877,27.287162954279015,3.3897420867526376,332.32706451416016
2600,72596646,0.6825869083404541,0.00021778993799999996,0.3310808892685479,27.219478362801603,3.383588942072873,338.6518907546997
2650,73994066,0.6098620295524597,0.00022198219799999998,0.31674147377513506,27.301357819673733,3.3910325290612486,344.9707293510437
2700,75387576,0.6078115105628967,0.00022616272799999999,0.30216993693909566,27.22762797967956,3.3843298163345055,351.3781735897064
2750,76783775,0.6083117723464966,0.000230351325,0.2872976327724563,27.27750317475823,3.388863924978021,357.69674015045166
2800,78181008,0.6493812203407288,0.00023454302399999997,0.2721410991672755,27.297704405587574,3.3907004005079613,364.0278317928314
2850,79576228,0.6028117537498474,0.00023872868399999999,0.256733675610441,27.258376477483637,3.3871251343166944,370.334876537323
2900,80972158,0.7229987978935242,0.00024291647399999998,0.24104567401761243,27.27491207502931,3.3886283704572095,376.67107343673706
2950,82366344,0.6303812265396118,0.00024709903199999995,0.22510497632515641,27.238175246654293,3.385288658786754,382.97250747680664
3000,83765249,0.7265154719352722,0.00025129574699999995,0.20883681419775998,27.330370225652047,3.3936700205138224,389.2741332054138
3050,85159661,0.5205053091049194,0.000255478983,0.19234824968555556,27.24525205158265,3.385932004689332,395.58180570602417
3100,86554727,0.4621657133102417,0.000259664181,0.175579546376883,27.255367783530332,3.3868516166845755,412.2288682460785
3150,87948429,0.4852322041988373,0.000263845287,0.15855516855023719,27.228719351372472,3.384429031942952,418.50752806663513
3200,89344947,0.443247526884079,0.000268034841,0.15,27.283735469375795,3.3894304972159817,424.80042266845703
3250,90747235,0.474090039730072,0.00027224170499999995,0.15,27.39914028917546,3.3999218444704966,431.1481776237488
3300,92144391,0.5945976972579956,0.000276433173,0.15,27.29620005861092,3.390563641691902,437.4602599143982
3350,93543417,0.630721390247345,0.000280630251,0.15,27.3327341994725,3.3938849272247724,443.7693061828613
3400,94941068,0.5986872315406799,0.00028482320399999996,0.15,27.305870860603694,3.3914428055094263,450.0748379230499
3450,96333368,0.5431475639343262,0.000289000104,0.15,27.203985932004688,3.382180539273153,456.43255496025085
3500,97727664,0.7313077449798584,0.00029318299199999995,0.15,27.240324313763796,3.3854840285239813,462.8835175037384
3550,99122829,0.6803454160690308,0.000297368487,0.15,27.257301943928887,3.3870274494480808,469.3414375782013
3600,100515459,0.4419790506362915,0.0002998281803333333,0.15,27.210433763188746,3.3827667057444315,475.69016790390015
3650,101909788,0.5918930172920227,0.000299363404,0.15,27.24096903389665,3.3855426394451498,481.9932668209076
3700,103308638,0.3900682330131531,0.0002988971206666666,0.15,27.329295692097293,3.3935723356452083,488.31327724456787
3750,104704892,0.49420660734176636,0.00029843170266666665,0.15,27.278577708312984,3.3889616098466346,494.6158630847931
3800,106100294,0.6367692947387695,0.00029796656866666664,0.15,27.264595545134817,3.387690504103165,500.97140073776245
3850,107494656,0.5888866186141968,0.0002975017813333333,0.15,27.2416137540295,3.385601250366318,507.2737820148468
3900,108888919,0.5937515497207642,0.000297037027,0.15,27.239679593630946,3.3854254176028133,513.594851732254
